Trip UUID,Driver UUID,Vehicle UUID,Number plate,Service type,Trip request time,Trip drop-off time,Trip distance,Trip status
ac00db24-276f-4385-adbe-03d562c8a4ac,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 15:55,07/08/24 17:06,14.26,completed
18ddaeb9-4300-4397-8734-a052bc1be9bf,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,07/08/24 15:05,07/08/24 15:45,11.47,completed
3d8c863d-9e7e-4bb7-bebc-683e22da508e,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 14:53,07/08/24 15:49,15.59,completed
3c420bf3-32a8-451e-a332-5ea05c8b5d55,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,07/08/24 14:52,07/08/24 15:06,3.37,completed
d56ee376-f3dd-40f9-9f63-dbf372e927d7,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,07/08/24 14:26,07/08/24 14:48,6.15,completed
1f5441b7-82de-4406-bd30-a264a7db01b1,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 13:36,07/08/24 14:10,7.85,completed
427e8a67-238b-4a42-b9d2-d9a9d277096a,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,07/08/24 13:30,07/08/24 13:53,3.31,completed
0724bb0e-51c7-4e9a-a9bb-ef06353e04f9,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 13:27,,0,rider_cancelled
98cf4b9c-a923-43ef-9bb3-7855b653d4f8,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 12:42,07/08/24 13:34,25.19,completed
9d660656-dd6d-4ecc-8248-25bb7fcaab15,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 12:06,,0,rider_cancelled
0c7acd79-599e-4080-a8f5-2352212ea430,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 12:02,,0,rider_cancelled
3eb93634-57d0-41fa-bc4f-e457f3b4395b,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,07/08/24 12:00,07/08/24 13:19,31.26,completed
00323cc0-1516-4d06-962b-4443b2032060,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 11:57,,0,rider_cancelled
f4452760-8765-46e8-9f1f-2c12439f5a9e,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,07/08/24 0:42,07/08/24 1:21,13.25,completed
a68d442b-0228-4ee3-9de8-7f2c74564e32,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,06/08/24 23:24,07/08/24 0:01,27.17,completed
255718f4-8676-4c52-845c-8da98b000369,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 23:22,06/08/24 23:53,10.33,completed
aba0ccee-2466-4210-9e76-efa86237a3a9,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 21:35,06/08/24 22:35,21.66,completed
8becd827-1362-4b8d-9d90-7c394b5c9636,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 20:14,06/08/24 22:52,45.09,completed
eca80bcc-604d-4f03-9af6-1af0fecb6e78,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 19:43,06/08/24 21:39,27.2,completed
638c8193-c5f0-48e9-be37-186cc7e8d815,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 18:03,06/08/24 19:07,6.36,completed
1bc53864-0a1a-4d73-a9a8-1fac4eb628a7,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 17:33,,0,rider_cancelled
6f6819c2-97d7-4b65-849d-2b48ae4ef20e,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 17:26,06/08/24 17:47,3.35,completed
317c0397-fab9-45c6-a3c2-e49b11d26002,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 15:31,06/08/24 15:57,4.82,completed
4e69e895-5b08-4316-b7e7-0916e8cb06d1,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 14:33,06/08/24 15:46,30.65,completed
a42cf970-d20d-434f-8812-36a2182ac63f,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 14:15,06/08/24 15:20,30.42,completed
e832a587-43e8-4d01-bfbf-641c405c2a30,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,06/08/24 13:58,06/08/24 14:55,6.08,completed
ca8c16af-99f3-4b43-b2a8-652e598963ec,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 13:04,06/08/24 14:03,17.88,completed
7272b5b6-3a2e-4708-9935-659155cab9d8,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 12:52,06/08/24 14:28,25.55,completed
f2520b18-4117-423f-8a52-ace61c0a7e31,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,06/08/24 12:31,06/08/24 13:10,9.82,completed
30616041-6c52-47fe-bde6-f2785793d4fe,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 12:13,06/08/24 12:54,10.26,completed
a658c04c-4ca9-4763-8e92-04392a8482b9,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 12:04,,0,rider_cancelled
d7d75bbe-1ae0-4310-b05c-85bf52215e5f,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,06/08/24 11:38,06/08/24 12:27,31.17,completed
737bbbc9-4067-4699-a51f-05273e701687,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,06/08/24 11:08,06/08/24 12:12,34.09,completed
5bbb762c-b894-4a4b-b81d-d17b8af355d9,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 9:32,06/08/24 11:06,27.77,completed
b17df618-9726-4d2c-92ee-3d4fea70d357,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 2:14,06/08/24 3:49,46.2,completed
4dc905e3-3fb0-4d8d-98cd-19ca4dbd619e,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,06/08/24 0:50,06/08/24 2:11,41.48,completed
85948791-aef6-46ff-b3da-d19ab60b43bf,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 23:35,06/08/24 0:44,28.29,completed
0d659a80-99dc-4206-b46d-c49ed8b7f5c0,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 21:13,05/08/24 22:24,42.37,completed
0bcdb4d8-aea6-45e3-b05e-bf8c5bccbddb,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 21:07,,0,rider_cancelled
e8590988-ef88-40e8-b82e-7031af299cb2,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 20:09,05/08/24 21:13,4.77,completed
c3a24cb2-6068-44ac-b43f-3f12ab20cb33,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 19:58,05/08/24 21:49,35.15,completed
60d27c39-4436-4313-b7fb-af62c6065265,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 19:10,05/08/24 20:31,19.32,completed
a6ec9853-7366-4570-8e20-33784ab65c3c,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 18:56,05/08/24 20:05,11.03,completed
a5846e4b-6e0c-4f07-b1b4-45bf3326d4e3,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 18:31,05/08/24 19:05,3.66,completed
0ed57243-aae4-4bdf-8a5d-d471f4922979,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 17:21,05/08/24 18:00,8.1,completed
e2023c16-984f-413b-bd01-21e35d0cc93a,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 17:03,05/08/24 17:20,2.81,completed
9840bc87-16b0-414a-b3e6-5e46b104cb46,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,05/08/24 16:00,05/08/24 16:34,6.39,completed
d6f3cc7e-c077-4c36-a671-319a4161f588,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 15:52,05/08/24 16:59,28.39,completed
e13ffe37-28ed-45c5-bac5-a2cd9c02ba09,54bad470-c12e-45c5-8910-9559f03ea34b,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 15:51,05/08/24 18:31,68.53,completed
cca073d9-ca85-4401-b431-86f1590338c4,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,05/08/24 15:24,05/08/24 16:04,6.66,completed
69aa18f4-1406-4baa-b0d0-ce23a62ffed9,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 15:07,05/08/24 15:46,2.21,completed
18659880-c52d-47b9-9c4b-f65f23f7996e,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,05/08/24 14:57,05/08/24 15:23,3.66,completed
756ed5a8-9ea4-472f-8028-7f487e59c15f,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,05/08/24 14:13,05/08/24 15:21,30.3,completed
f2037059-99f6-45b7-a0cf-f4f76782a7c3,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,05/08/24 13:02,05/08/24 18:13,52.23,completed
c248aa5b-53e6-496a-86fa-85bcbd3b3ce5,9b62fc51-c0c2-4c38-8d6e-7d0f6d69f411,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,05/08/24 12:13,05/08/24 13:08,14.09,completed
d70e75b0-8250-44c7-b8ca-e9bf29649592,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,05/08/24 11:34,05/08/24 12:53,39.58,completed
a69880fc-4916-4fd1-b0bc-fc436a0c7e04,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 1:25,05/08/24 1:57,20.02,completed
ee508cdd-1de9-49af-a227-77f330233fbb,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,05/08/24 1:17,,0,rider_cancelled
87fbb94b-3ecd-4d83-82bf-5d318ac89028,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 1:03,05/08/24 1:19,6.82,completed
6014a6ee-57fd-4bd0-aebe-411bf1c4b1d1,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,05/08/24 0:27,05/08/24 0:51,5.39,completed
6ed7df6e-d95b-48b5-bcf7-81aff03f5514,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 23:59,05/08/24 0:30,13.18,completed
f2c24b70-d966-4bac-b40a-f40761c7b3ff,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 23:58,05/08/24 0:18,7.36,completed
2cbd550a-c0e0-425f-87b0-7dfbf8ad1164,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 23:08,04/08/24 23:47,13.44,completed
c26248af-03ac-4dad-a0c4-ee0046d2bb3f,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 22:51,04/08/24 23:49,16.63,completed
10aef5d0-4092-44ef-bdd2-b102fce0a59d,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 22:49,04/08/24 23:00,2.42,completed
117021e5-9d27-455b-bafc-85012d8b9b45,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 21:42,04/08/24 23:13,29.8,completed
dcf5d357-3efc-4897-b761-1fe5c3d52047,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,04/08/24 21:19,04/08/24 23:18,37.32,completed
ba14467e-e217-4a75-9f35-b6fb453f5d1f,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 21:01,04/08/24 21:28,9.78,completed
a3a179f2-64b5-404d-9b2f-c69a029a44f9,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 20:53,,0,rider_cancelled
e140eebd-d085-4a9d-aa38-7bbc58916477,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 20:34,04/08/24 22:06,45.88,completed
a600a24e-3488-4703-9739-380651c9fa46,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,04/08/24 20:08,,0,rider_cancelled
3f493734-d5f8-4a20-ac72-64021254972f,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 20:01,04/08/24 20:36,6.52,completed
f9e68d20-c2d2-42d5-8798-eee4f373fba7,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 19:07,04/08/24 20:19,20.98,completed
f7b77114-a623-4651-bd4f-08ec6714a2d7,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 18:19,04/08/24 19:57,33.36,completed
c62c7271-bbc4-4aed-8a31-340770b23737,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 17:52,04/08/24 19:07,30.09,completed
a449fa45-d31f-4ece-babf-66cc055daec9,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 17:46,,0,rider_cancelled
c8561fa7-4156-495f-8eac-4fc497399fbc,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 17:23,,0,driver_cancelled
8dd277af-18cc-43c4-8212-48275aa227fa,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,04/08/24 17:13,04/08/24 20:02,49.29,completed
13bf7469-234a-42d2-ab7e-dd6ec677b41a,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 17:06,04/08/24 17:51,13.06,completed
e82bbe30-8071-4e94-83b8-2909cb7912b1,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 16:52,04/08/24 17:45,18.2,completed
24fa5033-07b3-4dd2-86cd-77090d74bd35,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 16:25,04/08/24 16:58,16.95,completed
951313c8-b18c-44c8-b657-9d2044685873,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 16:21,,0,rider_cancelled
d3342920-86d7-4a83-80cc-65876644d860,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 15:59,04/08/24 16:22,10.23,completed
53e57674-f21e-42e5-aa2d-acf2581f8dd1,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,04/08/24 15:34,04/08/24 17:16,48.45,completed
f83bd96d-9195-42af-9dcb-abef813e5f4e,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 15:14,04/08/24 16:05,20.73,completed
d6e2c4e2-4940-4b1e-984f-a2999e1d5092,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 14:29,04/08/24 15:14,29.89,completed
edd2a7b5-2052-429e-a007-0f365992284c,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,04/08/24 13:39,04/08/24 14:37,23.9,completed
f9ed083a-511d-4516-ae54-0214c16a483b,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,04/08/24 11:45,04/08/24 12:54,27.13,completed
22f7a8b5-478f-498e-a3d0-d6e08b751306,47234e95-0d39-458e-bd76-616a05603baf,b6a89119-2dee-4497-b6b8-e2e927c34a66,MH46CL0057,personal_transport,04/08/24 11:11,04/08/24 11:46,11.02,completed
37052e10-fa70-4f1e-a9b3-17c0ec90ff4a,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 3:39,04/08/24 4:02,1.98,completed
4d31f199-aeeb-418a-8e0a-4f9f778362bb,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 3:08,04/08/24 3:41,10,completed
2d9c2efe-d28b-471b-8af2-4268ea0cbc88,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 2:04,04/08/24 2:48,20.89,completed
0a51bfe8-c0b0-402a-af59-110b697ead3f,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,04/08/24 1:40,04/08/24 2:02,6.23,completed
a78a04f6-bf31-461d-93b8-b3f8f4861fe9,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 1:29,04/08/24 2:05,14.7,completed
937c8711-96df-4991-9d22-5f1be3a870fc,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,04/08/24 0:59,,0,rider_cancelled
87540367-51cb-49f3-8f59-55e2a41b1cb8,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,04/08/24 0:20,04/08/24 1:01,10.09,completed
8ee7a83e-e1e6-4e51-9415-e9870baec827,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 23:58,04/08/24 0:24,7.84,completed
6bc3f8dc-8d74-4f5e-9a55-c4b53edd11d6,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 23:56,04/08/24 0:57,24.19,completed
4529359f-3e35-489e-94a7-c80b4f208e8b,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 23:35,04/08/24 0:02,9.01,completed
86b0e57c-5ce2-469f-84a5-ec09a4c39daf,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 23:27,04/08/24 0:16,19.02,completed
dd688ca6-8cf5-4237-8359-a45d26225777,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 20:53,03/08/24 21:51,16.4,completed
19ff3485-e1eb-46ad-ae07-d66f8d92b5f1,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 20:26,03/08/24 20:57,3.31,completed
